job_title,company_name,location,City,State,time_posted,num_applicants,salary,Min_Salary,Max_Salary,seniority,employment_type,job_function,industry,industry_category,job_title_category
Data Scientist Graduate (Global E-Commerce-Data Science) - 2025 Start (BS/MS),TikTok,"Seattle, WA",Seattle,WA,2 weeks ago,145 applicants,"$148,960.00/yr - $165,511.00/yr",148960,165511,Not Applicable,Full-time,"Information Technology, Product Management, and Engineering",Entertainment Providers,Media and Entertainment,Data Scientist
"Data Scientist, Decisions, Rider Experience",Lyft,"Seattle, WA",Seattle,WA,2 weeks ago,143 applicants,"$124,000.00/yr - $155,000.00/yr",124000,155000,Mid-Senior level,Full-time,Engineering and Information Technology,Ground Passenger Transportation,Transportation and Logistics,Data Scientist
"Data Scientist, Product Analytics",Meta,"Bellevue, WA",Bellevue,WA,,,"$173,000.00/yr - $242,000.00/yr",173000,242000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,Visa,"Washington, DC",Washington,DC,4 days ago,,"$113,000.00/yr - $175,100.00/yr",113000,175100,Director,Full-time,Business Development,IT Services and IT Consulting,Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Washington, DC",Washington,DC,2 weeks ago,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Washington, DC",Washington,DC,,,"$173,000.00/yr - $242,000.00/yr",173000,242000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,GliaCell Technologies,"Annapolis Junction, MD",Annapolis Junction,MD,9 months ago,137 applicants,"$50,000.00/yr - $120,000.00/yr",50000,120000,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,Information Technology and Services,Data Scientist
"Data Scientist - Hybrid - Chicago, IL",Sierra ITS,"Rosemont, IL",Rosemont,IL,1 month ago,,"$80,000.00/yr - $130,000.00/yr",80000,130000,Associate,Full-time,Engineering and Information Technology,Information Services and IT Services and IT Consulting,Professional Services and Consulting,Data Scientist
Data Scientist,Walgreens,"Deerfield, IL",Deerfield,IL,5 days ago,,"$90,000.00/yr - $140,000.00/yr",90000,140000,Not Applicable,Full-time,Engineering and Information Technology,Retail Pharmacies,Retail and Consumer Services,Data Scientist
Data Scientist,Jobs Malaysia - Two95 HR HUB,"Chicago, IL",Chicago,IL,5 months ago,46 applicants,"$70,000.00/yr - $110,000.00/yr",70000,110000,Entry level,Full-time,Information Technology,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
Data Scientist,IT Associates,"Rosemont, IL",Rosemont,IL,2 days ago,,"$80,000.00/yr - $130,000.00/yr",80000,130000,Associate,Full-time,Information Technology,Retail,Retail and Consumer Services,Data Scientist
AI/Machine Learning Engineer,HatchPros,"Chicago, IL",Chicago,IL,2 weeks ago,108 applicants,"$110,000.00/yr - $150,000.00/yr",110000,150000,Mid-Senior level,Contract,Engineering and Information Technology,Staffing and Recruiting,Others,AI/ML
Data Scientist,Scale Marketing,"Chicago, IL",Chicago,IL,4 days ago,,"$150,000.00/yr - $198,000.00/yr",150000,198000,Mid-Senior level,Full-time,Marketing and Advertising,Marketing Services and Advertising Services,Others,Data Scientist
Data Scientist - Junior,SynergisticIT,"Chicago, IL",Chicago,IL,5 days ago,41 applicants,"$80,000.00/yr - $130,000.00/yr",80000,130000,Entry level,Full-time,Engineering and Information Technology,Biotechnology Research and IT Services and IT Consulting,Healthcare and Life Sciences,Data Scientist
"Data Scientist, RWE Clinical Trials - Remote",Walgreens,"Deerfield, IL",Deerfield,IL,1 week ago,,"$90,000.00/yr - $140,000.00/yr",90000,140000,Not Applicable,Full-time,Engineering and Information Technology,Retail Pharmacies,Retail and Consumer Services,Data Scientist
Machine Learning Engineer,TackleAI,"Schaumburg, IL",Schaumburg,IL,1 week ago,,"$85,000.00/yr - $150,000.00/yr",85000,150000,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Machine Learning Engineer
"Data Scientist / Quantitative Researcher, Systematic Trading",KYYBA Inc,"Chicago, IL",Chicago,IL,1 month ago,,"$130,000.00/yr - $150,000.00/yr",130000,150000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,WellBe Senior Medical,"Chicago, IL",Chicago,IL,1 week ago,92 applicants,"$60,000.00/yr - $110,000.00/yr",60000,110000,Entry level,Full-time,Engineering and Information Technology,Medical Practices,Healthcare and Life Sciences,Data Scientist
Data Scientist,Synergy Interactive,"Chicago, IL",Chicago,IL,1 week ago,,"$65,000.00/yr - $75,000.00/yr",65000,75000,Mid-Senior level,Contract,Analyst,IT Services and IT Consulting and Advertising Services,Professional Services and Consulting,Data Scientist
Data Scientist,Digital Prospectors,"Waltham, MA",Waltham,MA,2 weeks ago,,"$70,000.00/yr - $100,000.00/yr",70000,100000,Associate,Contract,Information Technology,Higher Education,Non-profit and Education,Data Scientist
Machine Learning Engineer,Neural Magic,"Somerville, MA",Somerville,MA,3 months ago,,"$100,000.00/yr - $180,000.00/yr",100000,180000,Associate,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Machine Learning Engineer
Data Scientist,Red Hat,"Boston, MA",Boston,MA,2 days ago,176 applicants,"$127,890.00/yr - $211,180.00/yr",127890,211180,Not Applicable,Full-time,Engineering,Software Development and IT Services and IT Consulting,Professional Services and Consulting,Data Scientist
Data Scientist,Sonatus,"Boston, MA",Boston,MA,1 month ago,,"$86,000.00/yr - $267,000.00/yr",86000,267000,Not Applicable,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
Data Scientist,KDR Talent Solutions USA,"Boston, MA",Boston,MA,5 days ago,,"$90,000.00/yr - $130,000.00/yr",90000,130000,Entry level,Full-time,Information Technology,Research Services,Professional Services and Consulting,Data Scientist
"Scientist I/II, Data Science",Sail Biomedicines,"Cambridge, MA",Cambridge,MA,1 month ago,79 applicants,"$80,000.00/yr - $130,000.00/yr",80000,130000,Entry level,Full-time,Engineering and Information Technology,Biotechnology Research,Healthcare and Life Sciences,Data Scientist
"Data Scientist II/ Senior Data Scientist I, High-throughput Assay Analytics",Generate:Biomedicines,"Somerville, MA",Somerville,MA,2 weeks ago,,"$100,000.00/yr - $150,000.00/yr",100000,150000,Mid-Senior level,Full-time,Engineering and Information Technology,Biotechnology Research,Healthcare and Life Sciences,Data Scientist
Machine Learning Scientist,Flagship Pioneering,"Cambridge, MA",Cambridge,MA,2 weeks ago,,"$150,000.00/yr - $200,000.00/yr",150000,200000,Mid-Senior level,Full-time,Science,Biotechnology Research and Research Services,Healthcare and Life Sciences,Data Scientist
Junior/Entry Level Data Scientist,SynergisticIT,"Boston, MA",Boston,MA,2 months ago,84 applicants,"$70,000.00/yr - $100,000.00/yr",70000,100000,Entry level,Contract,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Machine Learning Research Engineer,MindTech,"Boston, MA",Boston,MA,3 days ago,117 applicants,"$250,000.00/yr - $300,000.00/yr",250000,300000,Director,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Machine Learning Engineer
Biological Data Scientist,Rancho BioSciences,"Boston, MA",Boston,MA,2 weeks ago,,"$90,000.00/yr - $130,000.00/yr",90000,130000,Entry level,Full-time,Engineering and Information Technology,Research Services,Professional Services and Consulting,Data Scientist
ML Engineer,Sanofi,"Cambridge, MA",Cambridge,MA,2 weeks ago,,"$130,000.00/yr - $180,000.00/yr",130000,180000,Mid-Senior level,Full-time,Engineering and Information Technology,"Pharmaceutical Manufacturing, Chemical Manufacturing, and Biotechnology Research",Healthcare and Life Sciences,AI/ML
"Data Scientist, Computational Biology",Repertoire Immune Medicines,"Cambridge, MA",Cambridge,MA,1 week ago,,"$80,000.00/yr - $120,000.00/yr",80000,120000,Entry level,Full-time,Engineering and Information Technology,Biotechnology Research,Healthcare and Life Sciences,Data Scientist
Data Science Graduate,Hewlett Packard Enterprise,"Andover, MA",Andover,MA,2 weeks ago,127 applicants,"$100,000.00/yr - $130,000.00/yr",100000,130000,Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Science Graduate,Hewlett Packard Enterprise,"Andover, MA",Andover,MA,2 weeks ago,127 applicants,"$58,500.00/yr - $135,000.00/yr",58500,135000,Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Scientist– Artificial Intelligence/Machine Learning (AI/ML) for Human Health and Performance,"Vivonics, Inc.","Bedford, MA",Bedford,MA,4 days ago,44 applicants,"$170,000.00/yr - $230,000.00/yr",170000,230000,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Biotechnology Research and Medical Equipment Manufacturing,Healthcare and Life Sciences,
AI/ML Engineer,GSK,"Cambridge, MA",Cambridge,MA,2 days ago,143 applicants,"$100,000.00/yr - $160,000.00/yr",100000,160000,Not Applicable,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing,Healthcare and Life Sciences,AI/ML
Research Scientist - Optimization & Intelligent Robotics,Mitsubishi Electric Research Laboratories,"Cambridge, MA",Cambridge,MA,10 months ago,74 applicants,"$110,000.00/yr - $150,000.00/yr",110000,150000,Mid-Senior level,Full-time,Other,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
Machine Learning Engineer,Boston Quantara,"Boston, MA",Boston,MA,3 weeks ago,,"$100,000.00/yr - $180,000.00/yr",100000,180000,Mid-Senior level,Full-time,Information Technology and Health Care Provider,"Hospitals and Health Care, Staffing and Recruiting, and Software Development",Healthcare and Life Sciences,Machine Learning Engineer
Data Scientist,Red Hat,"Boston, MA",Boston,MA,2 days ago,178 applicants,"$127,890.00/yr - $211,180.00/yr",127890,211180,Not Applicable,Full-time,Engineering,Software Development and IT Services and IT Consulting,Professional Services and Consulting,Data Scientist
Machine Learning Researcher,CodaMetrix,"Boston, MA",Boston,MA,2 weeks ago,63 applicants,"$165,000.00/yr - $250,000.00/yr",165000,250000,Mid-Senior level,Full-time,Other,Internet Publishing,Information Technology and Services,Machine Learning Engineer
Senior Data Scientist,Alexander Technology Group,"Newburyport, MA",Newburyport,MA,3 days ago,151 applicants,"$100,000.00/yr - $150,000.00/yr",100000,150000,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Zelis,"Boston, MA",Boston,MA,1 week ago,,"$65,000.00/yr - $120,000.00/yr",65000,120000,Entry level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
"Data Scientist, Product Analytics",Meta,"Austin, TX",Austin,TX,,,"$134,000.00/yr - $204,000.00/yr",134000,204000,Not Applicable,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,Augment Jobs,"Austin, TX",Austin,TX,3 months ago,,"$80,000.00/yr - $120,000.00/yr",80000,120000,Entry level,Full-time,Engineering and Information Technology,Venture Capital and Private Equity Principals,Finance and Insurance,Data Scientist
Data Scientist,Proven Recruiting,"Austin, TX",Austin,TX,3 days ago,,"$85,000.00/yr - $110,000.00/yr",85000,110000,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,Others,Data Scientist
"Data Scientist / Senior Data Scientist, Analytics",DoorDash,"Austin, TX",Austin,TX,4 days ago,,"$120,000.00/yr - $160,000.00/yr",120000,160000,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Data Scientist
HR Data Scientist,Augment Jobs,"Austin, TX",Austin,TX,1 month ago,47 applicants,"$110,000.00/yr - $140,000.00/yr",110000,140000,Mid-Senior level,Full-time,Engineering and Information Technology,"Financial Services, Information Services, and IT Services and IT Consulting",Finance and Insurance,Data Scientist
Data Scientist,VICTORY,"Austin, TX",Austin,TX,5 months ago,68 applicants,"$130,000.00/yr - $130,000.00/yr",130000,130000,Entry level,Full-time,Engineering and Information Technology,IT System Custom Software Development,Professional Services and Consulting,Data Scientist
HR Data Scientist,Augment Jobs,"Austin, TX",Austin,TX,1 week ago,50 applicants,"$80,000.00/yr - $120,000.00/yr",80000,120000,Mid-Senior level,Full-time,Engineering and Information Technology,"Accounting, Consumer Services, and Appliances, Electrical, and Electronics Manufacturing",Manufacturing,Data Scientist
Data Scientist,General Motors,"Austin, TX",Austin,TX,2 weeks ago,170 applicants,"$140,000.00/yr - $160,000.00/yr",140000,160000,Not Applicable,Full-time,Engineering and Information Technology,"Motor Vehicle Manufacturing, Appliances, Electrical, and Electronics Manufacturing, and IT Services and IT Consulting",Manufacturing,Data Scientist
ML Engineer-AI/ML- US,Zortech Solutions,"Austin, TX",Austin,TX,1 month ago,,"$130,000.00/yr - $150,000.00/yr",130000,150000,Entry level,Full-time,Engineering and Information Technology,Human Resources Services,Others,AI/ML
Senior Fraud Data Scientist,Auctane,"Austin, TX",Austin,TX,2 weeks ago,90 applicants,"$90,000.00/yr - $145,000.00/yr",90000,145000,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Scientist
Data Scientist,Optomi,"Austin, TX",Austin,TX,3 weeks ago,,"$130,000.00/yr - $150,000.00/yr",130000,150000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Abbott,"Austin, TX",Austin,TX,3 weeks ago,,"$64,000.00/yr - $128,000.00/yr",64000,128000,Associate,Full-time,Research,Hospitals and Health Care,Healthcare and Life Sciences,Data Scientist
Data Science,Syntricate Technologies,"Austin, TX",Austin,TX,2 days ago,,"$120,000.00/yr - $145,000.00/yr",120000,145000,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist / Statistician,Wipro,"Austin, TX",Austin,TX,3 weeks ago,,"$80,000.00/yr - $140,000.00/yr",80000,140000,Not Applicable,Full-time,"Science, Engineering, and Manufacturing","IT Services and IT Consulting, Manufacturing, and Semiconductor Manufacturing",Manufacturing,Data Scientist
Data Scientist,Geosyntec Consultants,"Houston, TX",Houston,TX,2 days ago,,"$90,000.00/yr - $140,000.00/yr",90000,140000,Not Applicable,Full-time,"Science, Consulting, and Engineering","Civil Engineering, Environmental Services, and Construction",Construction and Real Estate,Data Scientist
Principal Data Scientist (The Data Whisperer),"Unreal Staffing, Inc","Austin, TX",Austin,TX,1 month ago,,"$130,000.00/yr - $160,000.00/yr",130000,160000,Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
AI / ML Engineer,EPSoft,"Plano, TX",Plano,TX,3 months ago,142 applicants,"$80,000.00/yr - $135,600.00/yr",80000,135600,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,AI/ML
Data Scientist - All Levels,Interclypse,"San Antonio, TX",San Antonio,TX,5 days ago,,"$110,000.00/yr - $140,000.00/yr",110000,140000,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Prospect 33,"Dallas, TX",Dallas,TX,3 weeks ago,,"$70,000.00/yr - $75,000.00/yr",70000,75000,Associate,Full-time,Information Technology,Financial Services,Finance and Insurance,Data Scientist
Data Scientist - Optimization,Tiger Analytics,"Dallas, TX",Dallas,TX,2 months ago,,"$90,000.00/yr - $145,000.00/yr",90000,145000,Mid-Senior level,Full-time,Analyst,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
AI/ML Engineer,EPSoft,"Dallas, TX",Dallas,TX,4 months ago,154 applicants,"$80,000.00/yr - $135,600.00/yr",80000,135600,Entry level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,AI/ML
Data Scientist,"Pyramid Consulting, Inc","Plano, TX",Plano,TX,2 months ago,65 applicants,"$120,000.00/yr - $160,000.00/yr",120000,160000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Atmos Energy,"Dallas, TX",Dallas,TX,3 days ago,,"$120,000.00/yr - $150,000.00/yr",120000,150000,Entry level,Full-time,Engineering and Information Technology,Utilities,Energy and Utilities,Data Scientist
AI/ML Engineer,GSK,"Collegeville, PA",Collegeville,PA,2 days ago,88 applicants,"$130,900.00/yr - $177,100.00/yr",130900,177100,Not Applicable,Full-time,Engineering and Information Technology,Pharmaceutical Manufacturing,Healthcare and Life Sciences,AI/ML
Data Scientist (Division of Biostatistics),University of Pennsylvania,"Philadelphia, PA",Philadelphia,PA,2 weeks ago,,"$85,000.00/yr - $120,000.00/yr",85000,120000,Entry level,Full-time,Engineering and Information Technology,Higher Education,Non-profit and Education,Data Scientist
Staff Data Scientist,Noom,"Philadelphia, PA",Philadelphia,PA,3 months ago,155 applicants,"$231,000.00/yr - $312,000.00/yr",231000,312000,Entry level,Full-time,Engineering and Information Technology,Wellness and Fitness Services,Hospitality and Leisure,Data Scientist
Data Science ( Data Scientist ),"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,120 applicants,"$60,000.00/yr - $120,000.00/yr",60000,120000,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Geosyntec Consultants,"Raleigh, NC",Raleigh,NC,2 days ago,,"$50,000.00/yr - $80,000.00/yr",50000,80000,Not Applicable,Full-time,"Science, Consulting, and Engineering","Civil Engineering, Environmental Services, and Construction",Construction and Real Estate,Data Scientist
Data Science Scientist,TekOne IT Services Pvt. Ltd.,"Durham, NC",Durham,NC,2 months ago,,"$90,000.00/yr - $110,000.00/yr",90000,110000,Entry level,Full-time,Engineering and Information Technology,Human Resources Services,Others,Data Scientist
Data Scientist,"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,148 applicants,"$60,000.00/yr - $120,000.00/yr",60000,120000,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,PartnerRe,"Charlotte, NC",Charlotte,NC,1 week ago,,"$90,000.00/yr - $110,000.00/yr",90000,110000,Entry level,Full-time,General Business,Insurance,Finance and Insurance,Data Scientist
Data Scientist,InfiCare Staffing,"Raleigh, NC",Raleigh,NC,1 month ago,80 applicants,"$70,000.00/yr - $100,000.00/yr",70000,100000,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,Others,Data Scientist
Data Scientist,Genesis10,"Charlotte, NC",Charlotte,NC,2 weeks ago,28 applicants,"$90,000.00/yr - $120,000.00/yr",90000,120000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Scientist
AI/ML Engineer,Ccube,"Matthews, NC",Matthews,NC,2 months ago,140 applicants,"$110,900.00/yr - $160,000.00/yr",110900,160000,Mid-Senior level,Full-time,Engineering and Information Technology,Internet Publishing,Information Technology and Services,AI/ML
Data Scientist,DS Technologies Inc,"Raleigh, NC",Raleigh,NC,1 month ago,181 applicants,"$70,000.00/yr - $80,000.00/yr",70000,80000,Entry level,Contract,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Field Data Scientist,Howso,"Raleigh, NC",Raleigh,NC,4 months ago,,"$60,000.00/yr - $90,000.00/yr",60000,90000,Entry level,Full-time,Engineering and Information Technology,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Data Scientist
"Software Engineer, Full Stack - Slack (Multiple Levels)",Slack,"Raleigh, NC",Raleigh,NC,1 week ago,,"$90,000.00/yr - $130,000.00/yr",90000,130000,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",Information Technology and Services,Others
Data Science ( Data Scientist ),"Conch Technologies, Inc","Raleigh, NC",Raleigh,NC,3 months ago,126 applicants,"$70,000.00/yr - $120,000.00/yr",70000,120000,Mid-Senior level,Contract,Engineering and Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Business Analyst (Data Governance),Enexus Global Inc.,"San Francisco, CA",San Francisco,CA,3 weeks ago,127 applicants,"$70,000.00/yr - $120,000.00/yr",70000,120000,Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,Information Technology and Services,Business Analyst
Business Systems Analyst,Brex,"San Francisco, CA",San Francisco,CA,1 day ago,,"$135,720.00/yr - $169,650.00/yr",135720,169650,Mid-Senior level,Full-time,Information Technology,Financial Services,Finance and Insurance,Business Analyst
Statistical Data and Information Analyst,AC Transit,"Oakland, CA",Oakland,CA,1 week ago,39 applicants,"$90,000.00/yr - $130,000.00/yr",90000,130000,Mid-Senior level,Full-time,Information Technology,Urban Transit Services,Transportation and Logistics,Data Analyst
"Quantitative Marketing Analyst, Google, Search Marketing",Google,"San Francisco, CA",San Francisco,CA,1 week ago,,"$87,000.00/yr - $128,000.00/yr",87000,128000,Not Applicable,Full-time,"General Business, Strategy/Planning, and Consulting","Information Services and Technology, Information and Internet",Information Technology and Services,Data Analyst
Business Analyst,CGS Federal (Contact Government Services),"San Francisco, CA",San Francisco,CA,1 month ago,,"$102,890.67/yr - $139,637.34/yr",102890,139637,Not Applicable,Contract,"Research, Analyst, and Information Technology",Government Relations Services,Others,Business Analyst
Business Intelligence Analyst,Augment Jobs,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,147 applicants,"$75,000.00/yr - $135,000.00/yr",75000,135000,Associate,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,Information Technology and Services,Data Analyst
Business Intelligence Analyst,Augment Jobs,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,108 applicants,"$75,000.00/yr - $135,000.00/yr",75000,135000,Associate,Full-time,"Research, Analyst, and Information Technology",Financial Services,Finance and Insurance,Data Analyst
Junior Data Analyst,SynergisticIT,"Seattle, WA",Seattle,WA,2 weeks ago,,"$60,000.00/yr - $90,000.00/yr",60000,90000,Entry level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Analyst
Data Analyst,InterSources Inc,"Seattle, WA",Seattle,WA,1 month ago,,"$110,000.00/yr - $150,100.00/yr",110000,150100,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Analyst
Data Governance Manager,OGx,Los Angeles Metropolitan Area,Los Angeles Metropolitan Area,CA,1 week ago,51 applicants,"$105,000.00/yr - $145,000.00/yr",105000,145000,Mid-Senior level,Full-time,"Consulting, Information Technology, and Project Management","Business Consulting and Services, IT Services and IT Consulting, and Data Infrastructure and Analytics",Information Technology and Services,Data Governance
Data Governance- Regulatory Reporting Consultant - W2 Contract,"MM International, LLC","San Francisco, CA",San Francisco,CA,3 months ago,,"$120,000.00/yr - $140,000.00/yr",120000,140000,Mid-Senior level,Contract,Finance and Sales,Staffing and Recruiting,Others,
Data Governance Project Manager,Geopaq Logic Inc,"Irvine, CA",Irvine,CA,2 weeks ago,,"$120,000.00/yr - $140,000.00/yr",120000,140000,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Governance
Data Governance Practice Lead,Allergan Data Labs,"Irvine, CA",Irvine,CA,3 weeks ago,63 applicants,"$120,000.00/yr - $140,000.00/yr",120000,140000,Mid-Senior level,Full-time,Information Technology,"Technology, Information and Internet",Information Technology and Services,Data Governance
Data Governance Data Analyst,Syntricate Technologies,"San Jose, CA",San Jose,CA,1 day ago,,"$85,000.00/yr - $110,000.00/yr",85000,110000,Entry level,Full-time,Information Technology,IT Services and IT Consulting,Information Technology and Services,Data Analyst
Reporting Analyst,HatchPros,"Chicago, IL",Chicago,IL,1 month ago,35 applicants,"$70,000.00/yr - $110,000.00/yr",70000,110000,Associate,Contract,"Research, Analyst, and Information Technology",IT Services and IT Consulting,Information Technology and Services,Data Analyst
Bi Analyst,TekOne IT Services Pvt. Ltd.,"Des Plaines, IL",Des Plaines,IL,2 months ago,,"$60,000.00/yr - $110,000.00/yr",60000,110000,Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services,Others,Data Analyst
Business Intelligence Developer,University of Utah,"Salt Lake City, UT",Salt Lake City,UT,4 months ago,126 applicants,"$47,600.00/yr - $84,249.00/yr",47600,84249,Mid-Senior level,Full-time,Information Technology,Higher Education,Non-profit and Education,Data Analyst
Business Analyst,LaunchPointPEO,"Ogden, UT",Ogden,UT,1 week ago,94 applicants,"$79,000.00/yr - $84,000.00/yr",79000,84000,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Internet Publishing,Information Technology and Services,Business Analyst
Business Intelligence Developer (On-Site),Sunwest Bank,"Sandy, UT",Sandy,UT,2 weeks ago,,"$120,000.00/yr - $130,000.00/yr",120000,130000,Mid-Senior level,Full-time,Information Technology,Banking,Finance and Insurance,Data Analyst
"Senior Analyst, Fraud Analytics and Reporting",SoFi,"Cottonwood Heights, UT",Cottonwood Heights,UT,3 days ago,139 applicants,"$99,200.00/yr - $186,000.00/yr",99200,186000,Not Applicable,Full-time,Business Development and Sales,Financial Services,Finance and Insurance,Data Analyst
Sr. Data Reporting Analyst,"Hunter Douglas, Inc.","Salt Lake City, UT",Salt Lake City,UT,4 days ago,107 applicants,"$96,000.00/yr - $108,000.00/yr",96000,108000,Mid-Senior level,Full-time,Information Technology,Manufacturing,Manufacturing,Data Analyst
Machine Learning Scientist,Qarik Group,"Chicago, IL",Chicago,IL,1 month ago,128 applicants,"$70,000.00/yr - $120,000.00/yr",70000,120000,Not Applicable,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,Data Scientist
Data Scientist,Stripe,"Chicago, IL",Chicago,IL,1 week ago,,"$146,900.00/yr - $251,200.00/yr",146900,251200,Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, Financial Services, and Technology, Information and Internet",Finance and Insurance,Data Scientist
Data Scientist,Loyola University Chicago,"Chicago, IL",Chicago,IL,6 days ago,100 applicants,"$80,000.00/yr - $130,000.00/yr",80000,130000,Entry level,Full-time,Engineering and Information Technology,Higher Education,Non-profit and Education,Data Scientist
Jr. Software Engineer,NinjaHoldings,"Chicago, IL",Chicago,IL,1 month ago,,"$80,000.00/yr - $120,500.00/yr",80000,120500,Entry level,Full-time,Engineering and Information Technology,Financial Services,Finance and Insurance,Others
Dev10 Entry Level Data Engineer – Nationwide,Genesis10,"Chicago, IL",Chicago,IL,3 weeks ago,142 applicants,"$50,000.00/yr - $60,000.00/yr",50000,60000,Mid-Senior level,Full-time,Other,IT Services and IT Consulting,Information Technology and Services,
Full-Stack Engineer with ML/AI Experience,"Unreal Staffing, Inc","Chicago, IL",Chicago,IL,5 months ago,39 applicants,"$70,000.00/yr - $130,000.00/yr",70000,130000,Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,AI/ML
"Machine Learning Solutions Engineer, Cloud Learning Services",Google,"Chicago, IL",Chicago,IL,1 week ago,62 applicants,"$142,000.00/yr - $211,000.00/yr",142000,211000,Not Applicable,Full-time,"Project Management, Consulting, and Engineering","Information Services and Technology, Information and Internet",Information Technology and Services,Machine Learning Engineer
Machine Learning Engineer,Two Dots,"Los Angeles, CA",Los Angeles,CA,2 months ago,,"$150,000.00/yr - $225,000.00/yr",150000,225000,Entry level,Full-time,Engineering and Information Technology,Software Development,Information Technology and Services,Machine Learning Engineer
Machine Learning Engineer,Rebel Space Technologies,"Los Angeles, CA",Los Angeles,CA,3 weeks ago,63 applicants,"$110,000.00/yr - $170,000.00/yr",110000,170000,Mid-Senior level,Full-time,Engineering,Non-profit Organizations and Primary and Secondary Education,Non-profit and Education,Machine Learning Engineer
